Date,MAN_PMI,MAN_NEWORDERS,MAN_EMPL,MAN_PROD,MAN_DELIV,MAN_INVENT,MAN_CUSTINV,MAN_PRICES,MAN_BACKLOG,MAN_EXPORTS,MAN_IMPORTS,NONMAN_NMI,NONMAN_BUSACT,NONMAN_NEWORD,NONMAN_EMPL,NONMAN_DELIV,NONMAN_INVENT,NONMAN_INVSENT,NONMAN_BACKLOG,NONMAN_PRICES,NONMAN_IMPORTS,NONMAN_EXPORTS
1987-06-01,57.4,61.2,51.4,60.1,56.8,52.4,,72.6,,,,,,,,,,,,,,
1987-07-01,57.5,64.0,46.6,62.5,58.9,44.7,,74.3,,,,,,,,,,,,,,
1987-08-01,59.3,62.7,52.4,64.2,60.3,49.3,,77.4,,,,,,,,,,,,,,
1987-09-01,60.0,62.1,54.5,65.5,61.5,49.2,,77.3,,,,,,,,,,,,,,
1987-10-01,60.7,65.3,54.6,63.2,62.2,50.7,,78.1,,,,,,,,,,,,,,
1987-11-01,58.8,59.3,53.7,61.9,64.9,51.2,,79.2,,,,,,,,,,,,,,
1987-12-01,61.0,61.5,59.1,65.1,62.7,50.8,,80.2,,,,,,,,,,,,,,
1988-01-01,57.5,60.3,51.2,59.3,62.0,50.7,,78.7,,66.0,,,,,,,,,,,,
1988-02-01,56.2,57.0,52.5,58.6,61.2,48.1,,81.2,,65.7,,,,,,,,,,,,
1988-03-01,54.6,57.9,50.2,57.7,57.3,41.9,,74.5,,64.5,,,,,,,,,,,,
1988-04-01,55.8,57.6,49.2,59.1,58.6,51.0,,81.0,,64.0,,,,,,,,,,,,
1988-05-01,55.5,57.7,50.4,58.0,56.9,51.2,,81.5,,65.5,,,,,,,,,,,,
1988-06-01,59.3,63.6,50.5,61.7,65.6,48.2,,80.7,,66.0,,,,,,,,,,,,
1988-07-01,58.2,60.6,52.5,61.2,58.4,54.5,,81.0,,67.5,,,,,,,,,,,,
1988-08-01,56.0,59.2,51.2,57.8,57.4,49.4,,78.2,,59.9,,,,,,,,,,,,
1988-09-01,54.5,58.6,50.2,54.8,55.2,49.5,,72.8,,61.7,,,,,,,,,,,,
1988-10-01,55.4,57.2,52.4,58.7,54.8,49.2,,71.5,,60.8,,,,,,,,,,,,
1988-11-01,55.6,58.4,53.8,57.5,52.1,51.6,,70.9,,58.1,,,,,,,,,,,,
1988-12-01,56.0,59.0,54.8,57.6,53.0,49.9,,69.8,,64.3,,,,,,,,,,,,
1989-01-01,54.7,57.3,51.4,57.9,53.9,46.7,,70.5,,60.1,,,,,,,,,,,,
1989-02-01,54.1,57.3,50.0,55.6,54.0,49.0,,67.9,,60.0,,,,,,,,,,,,
1989-03-01,51.5,52.0,50.2,52.7,52.5,48.3,,67.9,,52.8,,,,,,,,,,,,
1989-04-01,52.2,53.1,50.0,54.9,52.2,47.4,,65.4,,58.4,,,,,,,,,,,,
1989-05-01,49.3,50.7,47.6,50.7,49.1,44.9,,59.3,,60.9,,,,,,,,,,,,
1989-06-01,47.3,45.6,47.4,49.5,46.5,47.5,,50.0,,53.3,,,,,,,,,,,,
1989-07-01,45.9,45.8,44.5,46.9,46.1,46.2,,48.1,,56.1,,,,,,,,,,,,
1989-08-01,45.1,45.2,44.6,46.7,44.0,43.5,,43.3,,57.8,,,,,,,,,,,,
1989-09-01,46.0,46.0,45.4,48.0,43.9,44.8,,42.4,,61.7,,,,,,,,,,,,
1989-10-01,46.8,49.3,45.0,48.5,43.3,43.8,,41.0,,57.2,49.0,,,,,,,,,,,
1989-11-01,46.8,49.3,45.9,49.2,42.5,41.4,,40.9,,56.6,47.0,,,,,,,,,,,
1989-12-01,47.4,50.4,44.6,49.7,43.5,43.9,,41.0,,54.9,45.5,,,,,,,,,,,
1990-01-01,47.2,49.1,45.4,47.4,48.2,42.7,,50.8,,54.3,51.8,,,,,,,,,,,
1990-02-01,49.1,52.5,46.5,52.8,44.4,41.4,,44.6,,54.7,50.3,,,,,,,,,,,
1990-03-01,49.9,52.3,46.5,54.7,47.2,41.2,,50.1,,56.3,48.7,,,,,,,,,,,
1990-04-01,50.0,53.7,46.6,53.5,47.2,41.3,,50.9,,57.5,48.0,,,,,,,,,,,
1990-05-01,49.5,51.7,46.2,53.9,48.2,40.0,,50.1,,54.3,46.5,,,,,,,,,,,
1990-06-01,49.2,52.0,45.4,51.3,49.8,42.6,,53.2,,56.0,47.6,,,,,,,,,,,
1990-07-01,46.6,46.7,46.3,49.8,46.4,39.6,,51.4,,57.2,47.5,,,,,,,,,,,
1990-08-01,46.1,45.5,43.1,47.9,50.1,43.0,,53.1,,54.6,46.9,,,,,,,,,,,
1990-09-01,44.5,44.9,41.3,45.5,48.9,40.8,,70.2,,54.7,46.0,,,,,,,,,,,
1990-10-01,43.2,43.1,40.2,43.6,48.1,41.2,,73.4,,51.5,47.4,,,,,,,,,,,
1990-11-01,41.3,40.4,36.2,42.1,48.6,40.9,,64.2,,55.5,43.1,,,,,,,,,,,
1990-12-01,40.8,38.5,38.8,41.8,47.2,39.6,,58.9,,56.5,46.5,,,,,,,,,,,
1991-01-01,39.2,38.1,37.3,38.9,44.4,39.6,,51.6,,55.9,44.6,,,,,,,,,,,
1991-02-01,39.4,39.2,35.6,39.1,44.7,39.9,,44.5,,53.3,45.8,,,,,,,,,,,
1991-03-01,40.7,42.4,33.6,41.2,43.9,43.6,,41.2,,55.9,45.8,,,,,,,,,,,
1991-04-01,42.8,46.1,35.8,44.5,45.0,39.6,,38.8,,53.9,45.2,,,,,,,,,,,
1991-05-01,44.5,48.9,37.4,46.9,46.0,37.3,,38.2,,53.2,47.0,,,,,,,,,,,
1991-06-01,50.3,58.4,43.0,53.7,47.1,37.1,,39.6,,54.8,47.0,,,,,,,,,,,
1991-07-01,50.6,55.6,41.3,57.2,49.6,39.1,,38.4,,52.8,47.6,,,,,,,,,,,
1991-08-01,52.9,60.1,44.0,59.8,48.3,39.0,,41.8,,56.5,49.5,,,,,,,,,,,
1991-09-01,54.9,60.7,47.3,61.2,48.8,45.9,,45.5,,53.8,49.5,,,,,,,,,,,
1991-10-01,53.1,58.0,44.7,60.7,50.2,40.5,,50.0,,55.7,48.4,,,,,,,,,,,
1991-11-01,49.5,53.5,43.0,52.1,50.1,42.8,,47.6,,55.2,46.1,,,,,,,,,,,
1991-12-01,46.8,49.5,39.8,50.6,49.4,38.8,,48.9,,53.6,47.6,,,,,,,,,,,
1992-01-01,47.3,49.6,40.6,50.4,48.7,44.1,,45.4,,51.9,47.0,,,,,,,,,,,
1992-02-01,52.7,58.3,43.9,58.7,49.3,44.0,,45.9,,54.7,47.2,,,,,,,,,,,
1992-03-01,54.6,63.3,43.7,59.7,50.3,44.3,,48.1,,54.7,49.8,,,,,,,,,,,
1992-04-01,52.6,59.1,45.0,57.8,47.4,43.2,,51.1,,53.4,52.1,,,,,,,,,,,
1992-05-01,55.7,60.9,49.5,61.2,50.0,47.0,,55.0,,56.2,53.9,,,,,,,,,,,
1992-06-01,53.6,59.8,46.6,57.6,50.8,43.1,,53.9,,53.1,49.1,,,,,,,,,,,
1992-07-01,53.9,59.5,45.5,57.4,52.5,46.9,,56.2,,55.2,49.7,,,,,,,,,,,
1992-08-01,53.4,58.8,47.3,56.8,50.3,45.8,,53.7,,53.3,48.6,,,,,,,,,,,
1992-09-01,49.7,51.1,45.1,53.9,51.2,42.3,,51.6,,55.8,46.7,,,,,,,,,,,
1992-10-01,50.3,53.8,44.7,54.7,48.6,42.4,,46.4,,53.8,47.7,,,,,,,,,,,
1992-11-01,53.6,58.8,47.1,58.6,51.3,42.1,,42.1,,52.9,48.0,,,,,,,,,,,
1992-12-01,54.2,61.0,45.9,57.9,51.5,45.0,,48.0,,53.1,51.4,,,,,,,,,,,
1993-01-01,55.8,63.0,46.9,61.5,52.3,43.3,,49.8,56.5,53.4,49.4,,,,,,,,,,,
1993-02-01,55.2,59.7,47.0,63.5,51.7,42.6,,53.9,56.0,53.2,49.5,,,,,,,,,,,
1993-03-01,53.5,58.1,47.1,56.7,52.7,45.6,,53.6,54.5,52.3,49.4,,,,,,,,,,,
1993-04-01,50.2,53.0,44.8,51.6,52.8,44.7,,54.6,51.0,53.5,50.1,,,,,,,,,,,
1993-05-01,51.2,55.2,43.6,55.0,51.5,44.8,,50.4,51.5,54.2,47.4,,,,,,,,,,,
1993-06-01,49.6,51.6,43.2,53.1,50.4,46.5,,50.6,52.0,52.4,49.8,,,,,,,,,,,
1993-07-01,50.2,53.8,43.6,52.7,51.0,45.5,,51.4,45.0,50.1,48.7,,,,,,,,,,,
1993-08-01,50.7,55.3,41.9,53.9,51.8,44.4,,52.3,51.0,52.6,49.4,,,,,,,,,,,
1993-09-01,50.8,52.6,44.5,55.2,51.3,46.2,,49.0,49.0,51.7,49.9,,,,,,,,,,,
1993-10-01,53.4,58.9,46.0,56.1,50.7,48.6,,50.9,55.5,54.1,49.4,,,,,,,,,,,
1993-11-01,53.8,60.4,45.5,57.5,50.9,45.5,,52.7,56.5,55.0,51.5,,,,,,,,,,,
1993-12-01,55.6,62.4,47.1,61.7,51.5,43.2,,53.1,54.5,53.8,50.3,,,,,,,,,,,
1994-01-01,56.0,63.5,47.5,59.7,54.4,43.9,,58.9,58.0,55.3,52.4,,,,,,,,,,,
1994-02-01,56.5,62.2,48.7,60.2,57.0,44.6,,63.0,56.5,58.3,51.9,,,,,,,,,,,
1994-03-01,56.9,62.8,48.2,63.4,55.4,43.0,,62.9,56.5,55.2,51.8,,,,,,,,,,,
1994-04-01,57.4,62.7,50.1,61.4,57.2,45.9,,63.5,61.5,56.9,51.8,,,,,,,,,,,
1994-05-01,58.2,61.6,51.4,62.7,60.2,47.6,,67.8,61.5,54.9,53.4,,,,,,,,,,,
1994-06-01,58.8,65.0,49.5,62.0,60.3,48.3,,69.7,60.0,57.8,55.2,,,,,,,,,,,
1994-07-01,58.5,64.2,52.3,62.3,58.1,45.1,,71.6,59.5,56.7,51.1,,,,,,,,,,,
1994-08-01,58.0,63.0,51.4,60.2,61.6,44.9,,75.2,60.5,57.7,51.3,,,,,,,,,,,
1994-09-01,59.0,62.7,52.5,62.8,62.5,46.1,,80.3,60.5,60.0,53.0,,,,,,,,,,,
1994-10-01,59.4,63.0,51.1,63.3,64.9,47.6,,84.1,60.5,58.5,53.7,,,,,,,,,,,
1994-11-01,59.2,61.5,51.6,63.9,64.7,47.3,,84.5,58.0,56.1,53.2,,,,,,,,,,,
1994-12-01,56.1,58.9,46.7,59.5,64.8,45.0,,87.1,53.5,58.4,52.6,,,,,,,,,,,
1995-01-01,57.4,59.7,51.9,60.9,62.7,45.2,,86.0,54.0,59.1,52.2,,,,,,,,,,,
1995-02-01,55.1,56.6,50.0,57.4,60.7,47.0,,81.7,55.0,58.7,53.0,,,,,,,,,,,
1995-03-01,52.1,51.9,48.1,54.8,56.9,47.0,,78.9,51.0,56.9,52.0,,,,,,,,,,,
1995-04-01,51.5,52.2,47.4,54.1,56.3,44.2,,74.5,47.5,55.6,49.8,,,,,,,,,,,
1995-05-01,46.7,44.0,43.7,49.9,53.3,43.3,,70.5,42.0,56.3,47.9,,,,,,,,,,,
1995-06-01,45.9,43.5,46.5,46.1,51.8,43.0,,64.7,36.0,56.1,49.3,,,,,,,,,,,
1995-07-01,50.7,52.7,48.1,51.6,51.3,46.5,,58.6,41.5,56.4,53.3,,,,,,,,,,,
1995-08-01,47.1,46.5,45.0,49.1,49.1,45.5,,48.5,40.5,53.7,51.8,,,,,,,,,,,
1995-09-01,48.1,49.4,45.5,50.5,50.0,40.3,,48.8,43.5,52.6,49.4,,,,,,,,,,,
1995-10-01,46.7,47.5,45.9,47.0,48.4,42.2,,46.5,40.5,52.2,49.5,,,,,,,,,,,
1995-11-01,45.9,48.6,44.5,45.0,45.3,43.3,,44.5,41.5,54.7,44.2,,,,,,,,,,,
1995-12-01,46.2,45.9,46.2,46.9,47.5,43.1,,40.3,42.0,56.5,49.5,,,,,,,,,,,
1996-01-01,45.5,44.1,45.3,45.6,47.8,46.6,,40.3,41.5,50.0,48.3,,,,,,,,,,,
1996-02-01,45.9,46.1,44.6,45.7,49.5,43.3,,38.8,43.5,51.3,48.1,,,,,,,,,,,
1996-03-01,46.9,49.1,44.4,47.3,49.6,40.0,,39.9,40.0,50.8,47.5,,,,,,,,,,,
1996-04-01,49.3,52.3,44.7,51.6,49.4,43.9,,41.5,44.0,51.4,47.5,,,,,,,,,,,
1996-05-01,49.1,51.7,44.7,53.0,49.9,39.2,,50.2,48.5,57.2,48.5,,,,,,,,,,,
1996-06-01,53.6,59.4,48.2,55.5,52.8,43.1,,47.9,51.0,53.1,48.7,,,,,,,,,,,
1996-07-01,49.7,51.9,46.7,52.4,50.8,40.8,,44.1,47.5,53.2,53.1,,,,,,,,,,,
1996-08-01,51.6,54.6,47.4,55.1,51.9,42.2,,46.6,47.0,55.3,50.0,,,,,,,,,,,
1996-09-01,51.1,54.6,47.2,53.5,50.0,43.7,,50.1,49.5,55.1,50.7,,,,,,,,,,,
1996-10-01,50.5,52.9,46.0,55.4,50.9,39.6,,45.7,44.5,57.0,52.8,,,,,,,,,,,
1996-11-01,53.0,56.9,47.6,58.1,51.2,42.3,,46.3,49.0,55.5,53.2,,,,,,,,,,,
1996-12-01,55.2,61.7,48.6,58.9,52.0,44.4,,52.0,51.0,56.5,51.6,,,,,,,,,,,
1997-01-01,53.8,57.0,49.8,59.8,49.7,43.2,46.5,53.3,45.5,56.2,53.5,,,,,,,,,,,
1997-02-01,53.1,57.6,45.9,58.9,52.1,41.3,44.5,56.4,48.5,54.6,53.7,,,,,,,,,,,
1997-03-01,53.8,58.6,50.8,55.0,53.1,43.5,46.5,51.1,51.5,55.7,48.3,,,,,,,,,,,
1997-04-01,53.7,56.6,51.8,56.8,53.4,41.4,47.0,50.3,54.0,54.7,51.4,,,,,,,,,,,
1997-05-01,56.1,62.3,50.7,56.7,55.0,48.1,44.5,48.5,58.0,53.6,52.1,,,,,,,,,,,
1997-06-01,54.9,59.4,51.3,56.5,54.6,45.2,50.5,48.9,53.5,53.5,54.1,,,,,,,,,,,
1997-07-01,57.7,61.3,51.7,64.5,54.7,45.9,47.5,52.0,56.5,56.2,55.2,,58.6,58.8,53.8,,51.0,56.5,49.0,50.9,55.6,62.0
1997-08-01,56.3,60.3,51.3,61.5,55.2,43.0,47.0,52.1,60.0,54.9,53.7,,62.6,60.2,53.8,,48.5,62.0,56.5,53.3,48.4,57.5
1997-09-01,53.9,55.4,51.2,56.6,54.8,47.2,49.5,53.0,50.0,49.4,51.6,,59.1,59.3,53.2,,54.0,63.0,49.5,53.1,47.5,49.5
1997-10-01,56.4,60.9,52.8,59.4,54.9,45.0,47.0,53.6,56.5,54.9,51.8,,62.6,60.8,51.0,,46.5,66.0,52.0,53.1,50.7,51.5
1997-11-01,55.7,57.4,53.7,60.1,55.2,43.8,48.0,52.1,50.0,53.6,54.7,,61.9,59.9,56.7,,51.0,64.5,56.0,54.3,50.3,53.5
1997-12-01,54.5,57.2,52.1,56.7,53.9,46.2,46.5,52.2,52.0,51.4,56.0,,56.5,58.8,55.0,,49.0,67.0,49.0,54.9,52.2,48.5
1998-01-01,53.8,57.1,51.1,55.6,53.0,46.2,47.5,47.0,47.0,46.2,55.1,,61.4,57.4,55.0,,48.5,61.5,49.0,52.7,51.5,52.0
1998-02-01,52.9,54.6,51.7,54.6,52.8,46.2,46.5,45.5,48.0,48.3,53.4,,58.9,59.1,54.8,,50.5,59.5,51.5,51.6,52.6,51.5
1998-03-01,52.9,54.9,51.4,54.5,53.0,46.0,47.0,44.2,51.5,46.7,52.1,,57.0,55.1,54.1,,52.5,64.0,51.5,47.9,50.0,58.5
1998-04-01,52.2,55.3,49.0,53.3,52.4,46.1,49.0,40.5,52.5,48.5,53.9,,58.6,57.5,51.6,,52.5,66.5,51.0,46.8,52.1,56.5
1998-05-01,50.9,51.5,49.3,53.2,51.5,46.0,47.5,41.1,48.5,46.1,52.1,,61.2,60.2,52.8,,50.0,63.5,53.0,47.2,52.8,48.5
1998-06-01,48.9,50.2,47.0,50.6,50.9,42.0,44.5,39.3,48.5,46.3,51.7,,58.7,55.8,52.5,,49.5,69.0,50.0,45.5,54.5,55.0
1998-07-01,49.2,51.8,45.1,50.8,50.2,44.1,47.0,38.4,44.5,45.6,51.4,,58.6,58.2,51.9,,48.0,60.5,52.0,47.0,50.9,51.5
1998-08-01,49.3,50.9,46.7,50.7,50.3,44.8,50.5,37.8,48.5,44.0,51.2,,52.2,55.3,52.3,,48.0,62.5,56.5,47.9,55.2,54.0
1998-09-01,48.7,49.4,45.7,51.2,50.8,43.2,49.0,34.0,46.0,44.2,51.5,,57.4,55.9,53.7,,50.5,65.0,54.0,46.2,52.0,54.0
1998-10-01,48.7,48.0,45.2,52.4,49.8,47.1,50.5,34.7,45.5,44.4,51.3,,54.0,54.7,53.1,,48.5,65.5,49.0,49.3,48.8,48.5
1998-11-01,48.2,48.3,45.3,50.4,50.4,44.5,47.5,34.5,40.5,43.7,51.1,,54.9,52.7,52.6,,50.0,63.0,46.5,47.3,50.7,45.0
1998-12-01,46.8,49.7,41.9,47.7,48.5,42.7,47.0,31.9,37.0,46.2,50.5,,54.2,53.5,50.9,,50.5,64.5,47.0,48.5,50.3,49.0
1999-01-01,50.6,52.4,45.5,55.6,51.0,42.7,44.0,33.7,38.0,50.0,50.5,,58.8,57.5,51.4,,47.0,61.0,49.0,47.0,53.1,46.5
1999-02-01,51.7,55.0,45.8,56.0,50.8,43.5,43.0,35.2,48.5,53.3,54.6,,57.3,56.6,52.2,,49.5,60.5,51.5,45.5,52.7,47.5
1999-03-01,52.4,55.9,47.6,55.7,52.3,43.7,43.5,42.5,52.0,50.1,52.8,,59.5,58.1,51.1,,47.5,61.5,55.5,48.9,55.3,58.5
1999-04-01,52.3,54.0,48.8,57.2,49.5,46.8,45.0,47.4,53.0,51.1,51.6,,59.8,58.6,52.0,,48.5,63.0,51.0,51.4,52.6,56.5
1999-05-01,54.3,57.8,51.1,58.5,52.1,43.6,45.5,51.2,55.5,50.9,53.1,,57.7,56.4,52.9,,51.5,61.0,50.5,52.9,54.4,58.5
1999-06-01,55.8,59.4,51.3,61.6,52.6,44.7,43.5,54.2,54.5,52.4,52.2,,57.9,59.7,55.3,,49.5,61.0,52.0,53.2,51.9,53.5
1999-07-01,53.6,54.6,50.4,58.1,54.0,44.9,45.0,55.5,50.5,51.1,54.1,,60.7,58.1,53.4,,49.5,61.0,50.0,57.7,55.9,57.5
1999-08-01,54.8,57.5,53.1,58.3,51.4,46.2,45.5,60.6,52.5,54.4,53.7,,60.3,59.6,52.3,,52.0,63.0,51.5,58.9,52.3,58.0
1999-09-01,57.0,63.5,51.3,59.9,55.8,43.8,43.5,65.8,54.5,55.8,54.2,,59.1,60.1,51.4,,52.0,61.5,52.5,64.2,55.5,62.5
1999-10-01,57.2,61.3,53.0,59.7,56.2,48.0,44.5,68.8,54.0,54.9,54.3,,60.7,62.0,51.7,,47.5,58.0,52.0,58.9,55.7,54.0
1999-11-01,58.1,63.1,53.1,60.2,56.8,49.7,48.5,68.1,58.5,55.8,52.7,,57.0,55.5,50.6,,52.5,62.5,49.0,61.0,53.8,56.0
1999-12-01,57.8,60.3,55.7,60.6,56.7,49.0,48.5,67.4,50.0,55.0,52.0,,60.4,61.1,53.0,,50.0,61.5,49.0,60.5,50.8,58.0
2000-01-01,56.7,60.4,52.8,57.8,55.0,52.8,46.5,72.4,52.0,53.4,52.9,,57.7,60.8,52.3,,49.5,67.0,48.5,61.4,54.9,57.5
2000-02-01,55.8,58.7,53.6,59.1,54.4,44.9,48.0,71.6,54.0,54.2,53.0,,58.2,58.9,52.8,,49.5,66.5,52.0,66.5,51.9,47.5
2000-03-01,54.9,56.2,51.2,59.5,54.3,47.5,48.0,78.7,51.0,54.8,53.5,,60.5,61.7,55.0,,51.5,60.5,53.0,68.6,54.7,55.5
2000-04-01,54.7,55.4,53.2,58.1,55.4,46.1,47.0,71.2,51.0,51.5,53.8,,61.1,61.5,54.4,,53.5,64.0,55.5,65.0,54.6,59.0
2000-05-01,53.2,51.5,53.0,56.4,55.4,46.9,50.5,65.7,49.0,56.4,54.2,,59.8,60.5,53.5,,49.5,63.0,53.5,64.2,54.7,62.0
2000-06-01,51.4,50.0,50.7,53.4,54.5,47.0,47.0,62.9,48.5,52.8,55.7,,60.3,59.4,54.4,,54.0,66.5,56.5,65.0,52.6,57.0
2000-07-01,52.5,52.0,52.5,53.7,53.9,48.5,49.5,63.4,45.0,51.7,50.8,,56.5,59.7,50.5,,51.0,68.0,50.5,62.1,53.1,53.0
2000-08-01,49.9,50.0,48.8,49.7,53.5,47.1,50.5,58.1,49.0,50.8,52.2,,61.3,59.8,54.2,,51.0,61.5,52.0,59.2,53.9,56.0
2000-09-01,49.7,48.9,50.6,51.5,49.6,45.9,48.5,58.4,47.0,50.7,48.9,,59.8,60.4,53.5,,53.5,65.0,56.5,62.1,46.0,51.5
2000-10-01,48.7,48.4,48.2,49.3,51.1,45.9,50.5,57.7,41.0,48.7,52.4,,58.6,59.2,54.5,,55.0,67.5,53.5,63.7,58.9,55.0
2000-11-01,48.5,49.1,47.1,50.1,50.3,42.8,51.5,58.1,42.0,48.6,53.2,,59.7,56.4,54.6,,49.5,66.0,49.5,60.9,54.7,55.0
2000-12-01,43.9,42.1,42.7,42.9,52.8,40.4,51.0,59.8,36.0,49.5,51.2,,57.5,54.9,52.4,,48.5,65.0,50.5,63.5,53.4,56.5
2001-01-01,42.3,38.4,42.3,39.2,49.8,41.8,56.0,64.6,32.5,46.7,49.1,,52.5,50.8,51.7,,45.5,67.5,42.5,61.8,49.8,55.0
2001-02-01,42.1,39.9,37.8,38.6,50.2,44.2,52.5,55.6,37.0,46.8,47.5,,51.5,51.4,50.7,,47.0,65.0,45.5,58.1,48.7,53.5
2001-03-01,43.1,41.5,39.9,42.6,47.7,43.7,52.0,49.9,43.5,50.3,48.8,,50.0,52.6,49.6,,49.0,69.0,47.5,55.8,48.4,49.5
2001-04-01,42.7,45.5,38.2,43.1,47.2,39.7,50.0,48.0,43.5,47.5,47.2,,48.3,47.2,46.5,,45.5,64.0,44.0,53.8,49.8,55.5
2001-05-01,41.3,44.9,35.1,43.1,45.4,38.2,51.0,45.1,40.0,45.3,46.9,,47.9,49.3,46.7,,47.5,63.5,46.5,58.5,48.7,48.5
2001-06-01,43.2,47.8,35.7,45.3,47.1,39.9,48.0,42.8,42.0,45.2,47.0,,51.6,52.2,45.6,,48.5,65.0,49.0,54.5,50.0,49.5
2001-07-01,43.5,49.2,37.2,47.0,46.8,37.1,45.0,39.9,42.5,48.4,47.2,,48.1,47.5,46.4,,46.0,61.5,42.5,49.9,50.1,53.0
2001-08-01,46.3,54.3,41.3,51.8,46.7,37.6,48.5,35.0,44.5,52.0,50.0,,47.4,46.5,45.7,,43.5,65.5,41.5,48.9,52.8,47.5
2001-09-01,46.2,51.3,41.5,51.8,47.5,38.9,48.5,36.6,43.0,46.9,49.7,,49.7,50.8,46.4,,44.5,64.0,48.5,50.2,52.7,53.5
2001-10-01,40.8,38.9,35.6,41.8,49.5,38.3,44.5,33.3,36.0,44.3,47.6,,40.5,41.3,43.9,,48.0,68.5,40.5,43.4,50.7,44.5
2001-11-01,44.1,49.1,36.4,46.9,49.1,38.9,44.5,32.0,38.5,50.0,49.5,,49.4,46.4,44.5,,49.5,67.0,42.0,41.3,51.6,48.5
2001-12-01,45.3,51.4,39.1,49.2,49.3,37.6,44.0,33.2,39.5,47.6,50.2,,50.7,49.9,44.6,,48.5,66.5,46.5,42.3,55.9,55.0
